year	gender	age	education	obs_value
2008	Female	Age (10-year bands): 25-34	Education (ISCED-97): Level not stated	717.646
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): Total	4389.286
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 0. Pre-primary education	35.46
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 1. Primary education or first stage of basic education	230.698
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 2. Lower secondary or second stage of basic education	757.903
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 3. Upper secondary education	1870.711
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 4. Post-secondary non-tertiary education	8.385
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	811.787
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	40.51
2008	Female	Age (10-year bands): 35-44	Education (ISCED-97): Level not stated	633.832
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): Total	4315.873
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 0. Pre-primary education	58.211
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 1. Primary education or first stage of basic education	475.702
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1045.277
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 3. Upper secondary education	1786.366
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	4.101
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	471.662
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	26.764
2008	Female	Age (10-year bands): 45-54	Education (ISCED-97): Level not stated	447.789
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): Total	3929.022
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 0. Pre-primary education	68.178
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	1088.582
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	768.013
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 3. Upper secondary education	1334.719
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	4.449
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	400.879
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	12.452
2008	Female	Age (10-year bands): 55-64	Education (ISCED-97): Level not stated	251.75
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): Total	5818.937
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 0. Pre-primary education	150.46
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	3312.058
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	962.805
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 3. Upper secondary education	1040.89
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	7.678
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	223.61
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	5.727
2008	Female	Age (10-year bands): 65+	Education (ISCED-97): Level not stated	115.71
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Total	49607.472
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Less than basic	650.248
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Basic	20182.379
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Intermediate	18391.784
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Advanced	6282.944
2007	Total	"Age (Youth, adults): 15+"	Education (Aggregate levels): Level not stated	4100.116
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Total	39692.023
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Less than basic	384.188
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Basic	13298.04
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Intermediate	16383.662
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Advanced	5710.495
2007	Total	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Level not stated	3915.639
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Total	7555.066
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Less than basic	26.99
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Basic	3617.228
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Intermediate	2915.764
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Advanced	590.92
2007	Total	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Level not stated	404.163
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Total	42052.406
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Less than basic	623.258
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Basic	16565.151
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Intermediate	15476.02
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Advanced	5692.024
2007	Total	"Age (Youth, adults): 25+"	Education (Aggregate levels): Level not stated	3695.952
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Total	23688.969
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Less than basic	278.895
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Basic	9027.408
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Intermediate	9512.245
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Advanced	3087.031
2007	Male	"Age (Youth, adults): 15+"	Education (Aggregate levels): Level not stated	1783.391
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Total	19534.493
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Less than basic	161.06
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Basic	6438.49
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Intermediate	8490.67
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Advanced	2725.852
2007	Male	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Level not stated	1718.42
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Total	3797.749
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Less than basic	11.985
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Basic	1931.547
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Intermediate	1413.688
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Advanced	254.438
2007	Male	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Level not stated	186.091
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Total	19891.22
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Less than basic	266.911
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Basic	7095.86
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Intermediate	8098.557
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Advanced	2832.593
2007	Male	"Age (Youth, adults): 25+"	Education (Aggregate levels): Level not stated	1597.3
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Total	25918.502
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Less than basic	371.353
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Basic	11154.972
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Intermediate	8879.54
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Advanced	3195.914
2007	Female	"Age (Youth, adults): 15+"	Education (Aggregate levels): Level not stated	2316.725
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Total	20157.53
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Less than basic	223.128
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Basic	6859.549
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Intermediate	7892.992
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Advanced	2984.643
2007	Female	"Age (Youth, adults): 15-64"	Education (Aggregate levels): Level not stated	2197.218
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Total	3757.317
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Less than basic	15.005
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Basic	1685.681
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Intermediate	1502.076
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Advanced	336.482
2007	Female	"Age (Youth, adults): 15-24"	Education (Aggregate levels): Level not stated	218.072
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Total	22161.186
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Less than basic	356.347
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Basic	9469.29
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Intermediate	7377.464
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Advanced	2859.432
2007	Female	"Age (Youth, adults): 25+"	Education (Aggregate levels): Level not stated	2098.653
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): Total	49607.472
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 0. Pre-primary education	650.248
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 1. Primary education or first stage of basic education	9460.626
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	10721.753
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 3. Upper secondary education	18349.147
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	42.637
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	6077.828
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	205.116
2007	Total	"Age (Youth, adults): 15+"	Education (ISCED-97): Level not stated	4100.116
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): Total	39692.023
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 0. Pre-primary education	384.188
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 1. Primary education or first stage of basic education	4053.408
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	9244.632
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 3. Upper secondary education	16347.865
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 4. Post-secondary non-tertiary education	35.797
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	5532.88
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	177.615
2007	Total	"Age (Youth, adults): 15-64"	Education (ISCED-97): Level not stated	3915.639
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): Total	7555.066
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 0. Pre-primary education	26.99
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 1. Primary education or first stage of basic education	269.928
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	3347.3
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 3. Upper secondary education	2915.074
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 4. Post-secondary non-tertiary education	0.69
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	590.018
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	0.902
2007	Total	"Age (Youth, adults): 15-24"	Education (ISCED-97): Level not stated	404.163
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): Total	42052.406
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 0. Pre-primary education	623.258
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 1. Primary education or first stage of basic education	9190.698
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	7374.453
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 3. Upper secondary education	15434.074
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	41.947
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	5487.811
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	204.214
2007	Total	"Age (Youth, adults): 25+"	Education (ISCED-97): Level not stated	3695.952
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): Total	23688.969
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 0. Pre-primary education	278.895
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 1. Primary education or first stage of basic education	3920.028
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5107.38
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 3. Upper secondary education	9498.6
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	13.645
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2954.277
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	132.754
2007	Male	"Age (Youth, adults): 15+"	Education (ISCED-97): Level not stated	1783.391
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): Total	19534.493
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 0. Pre-primary education	161.06
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 1. Primary education or first stage of basic education	1858.567
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	4579.923
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 3. Upper secondary education	8481.008
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 4. Post-secondary non-tertiary education	9.662
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2612.918
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	112.934
2007	Male	"Age (Youth, adults): 15-64"	Education (ISCED-97): Level not stated	1718.42
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): Total	3797.749
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 0. Pre-primary education	11.985
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 1. Primary education or first stage of basic education	161.408
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1770.139
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 3. Upper secondary education	1413.37
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	254.438
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	
2007	Male	"Age (Youth, adults): 15-24"	Education (ISCED-97): Level not stated	186.091
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): Total	19891.22
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 0. Pre-primary education	266.911
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 1. Primary education or first stage of basic education	3758.62
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	3337.241
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 3. Upper secondary education	8085.23
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	13.327
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2699.838
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	132.754
2007	Male	"Age (Youth, adults): 25+"	Education (ISCED-97): Level not stated	1597.3
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): Total	25918.502
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 0. Pre-primary education	371.353
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 1. Primary education or first stage of basic education	5540.598
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5614.374
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 3. Upper secondary education	8850.548
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	28.992
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	3123.552
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	72.362
2007	Female	"Age (Youth, adults): 15+"	Education (ISCED-97): Level not stated	2316.725
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): Total	20157.53
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 0. Pre-primary education	223.128
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 1. Primary education or first stage of basic education	2194.84
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	4664.709
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 3. Upper secondary education	7866.857
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 4. Post-secondary non-tertiary education	26.134
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2919.962
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	64.681
2007	Female	"Age (Youth, adults): 15-64"	Education (ISCED-97): Level not stated	2197.218
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): Total	3757.317
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 0. Pre-primary education	15.005
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 1. Primary education or first stage of basic education	108.52
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1577.161
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 3. Upper secondary education	1501.704
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	335.58
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	0.902
2007	Female	"Age (Youth, adults): 15-24"	Education (ISCED-97): Level not stated	218.072
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): Total	22161.186
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 0. Pre-primary education	356.347
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 1. Primary education or first stage of basic education	5432.078
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 2. Lower secondary or second stage of basic education	4037.212
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 3. Upper secondary education	7348.844
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 4. Post-secondary non-tertiary education	28.62
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2787.972
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	71.459
2007	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): Level not stated	2098.653
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Total	49607.472
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	650.248
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	20182.379
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	18391.784
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	6282.944
2007	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	4100.116
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	7555.066
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	26.99
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	3617.228
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	2915.764
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	590.92
2007	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	404.163
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	24694.504
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	213.221
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	6366.82
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	10715.651
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	4283.354
2007	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	3115.457
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	7442.454
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	143.977
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	3313.991
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	2752.248
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	836.221
2007	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	396.018
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	9915.448
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	266.06
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	6884.34
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	2008.122
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	572.449
2007	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	184.477
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Total	23688.969
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	278.895
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	9027.408
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	9512.245
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	3087.031
2007	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	1783.391
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3797.749
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	11.985
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1931.547
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1413.688
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	254.438
2007	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	186.091
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	12132.173
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	77.844
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	3067.487
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	5618.654
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	2007.985
2007	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	1360.203
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	3604.571
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	71.232
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	1439.456
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	1458.328
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	463.429
2007	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	172.126
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	4154.476
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	117.835
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	2588.917
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	1021.574
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	361.178
2007	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	64.97
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Total	25918.502
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	371.353
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	11154.972
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	8879.54
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	3195.914
2007	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	2316.725
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3757.317
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	15.005
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1685.681
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1502.076
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	336.482
2007	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	218.072
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	12562.33
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	135.378
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	3299.334
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	5096.996
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	2275.369
2007	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	1755.254
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	3837.883
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	72.745
